"Name","DisplayName","Status","ServiceType","StartType","ProcessId","Description","DependentServices","ServicesDependedOn","MachineName","CanPauseAndContinue","CanShutdown","CanStop","Site","RequiredServices","CanHandlePowerEvent","CanHandleSessionChangeEvent","CanHandleSuspendResume","CanHandleSessionChange","ExitCode","StartName","SiteName","PathName","PagedMemorySize","PeakPagedMemorySize","PrivateMemorySize","PeakVirtualMemorySize","PeakWorkingSet","VirtualMemorySize","WorkingSet","StartTime"
"vmicheartbeat","Hyper-V Heartbeat Service","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"vmickvpexchange","Hyper-V Data Exchange Service","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"vmicshutdown","Hyper-V Guest Shutdown Service","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"vmictimesync","Hyper-V Time Synchronization Service","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"vmicvmsession","Hyper-V PowerShell Direct Service","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"vmicvss","Hyper-V Volume Shadow Copy Requestor","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"VMTools","VMware Tools","Running","Win32OwnProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","True","True","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"vmvss","VMware Snapshot Provider","Stopped","Win32OwnProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"VSS","Volume Shadow Copy","Stopped","Win32OwnProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"W32Time","Windows Time","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","True","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WaaSMedicSvc","Windows Update Medic Service","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WalletService","WalletService","Stopped","Win32ShareProcess","Disabled",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WarpJITSvc","Warp JIT Service","Stopped","Win32OwnProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WbioSrvc","Windows Biometric Service","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"Wcmsvc","Windows Connection Manager","Running","Win32OwnProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","True","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WdiServiceHost","Diagnostic Service Host","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WdiSystemHost","Diagnostic System Host","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WdNisSvc","Microsoft Defender Antivirus Network Inspection Service","Running","Win32OwnProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"Wecsvc","Windows Event Collector","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WEPHOSTSVC","Windows Encryption Provider Host Service","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"wercplsupport","Problem Reports Control Panel Support","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WerSvc","Windows Error Reporting Service","Stopped","Win32OwnProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WiaRpc","Still Image Acquisition Events","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WinDefend","Microsoft Defender Antivirus Service","Running","Win32OwnProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","True","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WinHttpAutoProxySvc","WinHTTP Web Proxy Auto-Discovery Service","Running","Win32OwnProcess, Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","True","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"Winmgmt","Windows Management Instrumentation","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","True","True","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WinRM","Windows Remote Management (WS-Management)","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","True","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"wisvc","Windows Insider Service","Stopped","Win32ShareProcess","Disabled",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"wlidsvc","Microsoft Account Sign-in Assistant","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WLMS","Windows Licensing Monitoring Service","Running","Win32OwnProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","True","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"wmiApSrv","WMI Performance Adapter","Stopped","Win32OwnProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WMPNetworkSvc","Windows Media Player Network Sharing Service","Stopped","Win32OwnProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WPDBusEnum","Portable Device Enumerator Service","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WpnService","Windows Push Notifications System Service","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WpnUserService_374b7","Windows Push Notifications User Service_374b7","Running","240","Automatic",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","True",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"WSearch","Windows Search","Stopped","Win32OwnProcess","Disabled",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
"wuauserv","Windows Update","Stopped","Win32ShareProcess","Manual",,,"System.ServiceProcess.ServiceController[]","System.ServiceProcess.ServiceController[]",".","False","False","False",,"System.ServiceProcess.ServiceController[]",,,,,,,,,,,,,,,,
